Date,Location_ID,Rainfall_mm,Wind_Speed_kmh,Surface_Runoff_Index
18-03-2026,LOC-104,0,11.1,0
19-03-2026,LOC-104,0,17.6,0
20-03-2026,LOC-104,0,19.7,0
21-03-2026,LOC-104,2.5,26.9,0.81
22-03-2026,LOC-104,0,5.2,0
23-03-2026,LOC-104,8.51,18.7,5.79
24-03-2026,LOC-104,0.02,12.6,0.01
25-03-2026,LOC-104,0.34,26.2,0.18
26-03-2026,LOC-104,0,13.8,0
27-03-2026,LOC-104,0,6.9,0
28-03-2026,LOC-104,0,15.4,0
29-03-2026,LOC-104,0,6.6,0
30-03-2026,LOC-104,0,19,0
31-03-2026,LOC-104,0,16.6,0
01-04-2026,LOC-104,0,31.3,0
02-04-2026,LOC-104,0,28.8,0
03-04-2026,LOC-104,10.02,22.4,2.67
04-04-2026,LOC-104,0,13.4,0
05-04-2026,LOC-104,0,33.3,0
06-04-2026,LOC-104,5.83,31.1,1.28
07-04-2026,LOC-104,0,28.5,0
08-04-2026,LOC-104,6.07,12.4,3.06
09-04-2026,LOC-104,0,24.4,0
10-04-2026,LOC-104,13.31,25.6,5.22
11-04-2026,LOC-104,0,30.6,0
12-04-2026,LOC-104,0,11.2,0
13-04-2026,LOC-104,0,33.1,0
14-04-2026,LOC-104,0.2,33.4,0.16
15-04-2026,LOC-104,5.56,26,1.52
16-04-2026,LOC-104,0.31,14.5,0.25
17-04-2026,LOC-104,0,8.9,0
18-04-2026,LOC-104,1.04,30.9,0.45
19-04-2026,LOC-104,0,12.9,0
20-04-2026,LOC-104,0,6.6,0
21-04-2026,LOC-104,10.89,26.5,3.04
22-04-2026,LOC-104,11.51,15.4,3.07
23-04-2026,LOC-104,6.52,31.9,1.51
24-04-2026,LOC-104,0,22.9,0
25-04-2026,LOC-104,0,16.9,0
26-04-2026,LOC-104,1.9,19.5,1.31
27-04-2026,LOC-104,1.31,12.6,1
28-04-2026,LOC-104,0,26.6,0
29-04-2026,LOC-104,0,24.6,0
30-04-2026,LOC-104,0,8,0
01-05-2026,LOC-104,0,24.1,0
02-05-2026,LOC-104,0,28.2,0
03-05-2026,LOC-104,0,17.2,0
04-05-2026,LOC-104,0,5.9,0
05-05-2026,LOC-104,17.98,6.7,5.28
06-05-2026,LOC-104,0,25.5,0
07-05-2026,LOC-104,0,6.7,0
08-05-2026,LOC-104,0,8.4,0
09-05-2026,LOC-104,0,27.3,0
10-05-2026,LOC-104,0,12.4,0
11-05-2026,LOC-104,1.77,27.4,1.41
12-05-2026,LOC-104,3.81,29.8,3.03
13-05-2026,LOC-104,0,12.6,0
14-05-2026,LOC-104,0,30.6,0
15-05-2026,LOC-104,7.79,25.2,4.41
16-05-2026,LOC-104,0,31.2,0
17-05-2026,LOC-104,0,5.7,0
18-05-2026,LOC-104,3.92,22.3,2.44
19-05-2026,LOC-104,0,11.7,0
20-05-2026,LOC-104,0,18.6,0
21-05-2026,LOC-104,0,10.6,0
22-05-2026,LOC-104,0,20,0
23-05-2026,LOC-104,0.78,31.2,0.29
24-05-2026,LOC-104,0,21.4,0
25-05-2026,LOC-104,2.4,14.6,1.71
26-05-2026,LOC-104,0,10.4,0
27-05-2026,LOC-104,0,20.6,0
28-05-2026,LOC-104,0,7.2,0
29-05-2026,LOC-104,30.68,32,23.18
30-05-2026,LOC-104,4.78,8.9,2.74
31-05-2026,LOC-104,0,31.6,0
01-06-2026,LOC-104,0.27,21,0.1
02-06-2026,LOC-104,0,16.7,0
03-06-2026,LOC-104,0,19.6,0
04-06-2026,LOC-104,0,15.9,0
05-06-2026,LOC-104,0,19.2,0
06-06-2026,LOC-104,2.08,16.7,1.36
07-06-2026,LOC-104,0,31,0
08-06-2026,LOC-104,0,27.7,0
09-06-2026,LOC-104,19.37,19.8,14.76
10-06-2026,LOC-104,0,31.8,0
11-06-2026,LOC-104,0,11.8,0
12-06-2026,LOC-104,0,32.2,0
13-06-2026,LOC-104,0,9.3,0
14-06-2026,LOC-104,0,10.1,0
15-06-2026,LOC-104,0,11.6,0
16-06-2026,LOC-104,0.52,32.8,0.28
17-06-2026,LOC-104,0,11.2,0
18-06-2026,LOC-104,0,9.1,0
19-06-2026,LOC-104,0,24.7,0
20-06-2026,LOC-104,0,25.4,0
21-06-2026,LOC-104,2.26,18.5,1.62
22-06-2026,LOC-104,0,14.8,0
23-06-2026,LOC-104,7.21,14.5,2.07
24-06-2026,LOC-104,0.4,7.9,0.2
25-06-2026,LOC-104,7.45,33.1,2.12
26-06-2026,LOC-104,0,13.5,0
27-06-2026,LOC-104,0,5.8,0
28-06-2026,LOC-104,0,20.9,0
29-06-2026,LOC-104,0,12.2,0
01-01-2026,LOC-105,0,8.2,0
02-01-2026,LOC-105,0,32.8,0
03-01-2026,LOC-105,0,13.9,0
04-01-2026,LOC-105,0,29.6,0
05-01-2026,LOC-105,7.07,6.6,4.97
06-01-2026,LOC-105,25.33,8.8,14.39
07-01-2026,LOC-105,0,12.9,0
08-01-2026,LOC-105,4.52,30.5,0.93
09-01-2026,LOC-105,0,22.9,0
10-01-2026,LOC-105,1.8,18,0.93
11-01-2026,LOC-105,0,32.3,0
12-01-2026,LOC-105,0,30.5,0
13-01-2026,LOC-105,0.65,10.5,0.5
14-01-2026,LOC-105,2.45,24.2,1.88
15-01-2026,LOC-105,0,6.8,0
16-01-2026,LOC-105,0,10.6,0
17-01-2026,LOC-105,0,29.5,0
18-01-2026,LOC-105,0,25.2,0
19-01-2026,LOC-105,0,8.1,0
20-01-2026,LOC-105,0,5.8,0
21-01-2026,LOC-105,2.38,5.8,1.51
22-01-2026,LOC-105,0.67,9.1,0.46
23-01-2026,LOC-105,7.82,11,3.49
24-01-2026,LOC-105,0.87,11.3,0.32
25-01-2026,LOC-105,0,20.3,0
26-01-2026,LOC-105,12.25,30,4.32
27-01-2026,LOC-105,0,20,0
28-01-2026,LOC-105,0.23,14.7,0.12
29-01-2026,LOC-105,0,24.6,0
30-01-2026,LOC-105,0,11,0
31-01-2026,LOC-105,0,13.4,0
01-02-2026,LOC-105,0,20.2,0
02-02-2026,LOC-105,6.21,9.4,2.94
03-02-2026,LOC-105,0,5.5,0
04-02-2026,LOC-105,0,25.5,0
05-02-2026,LOC-105,7.15,6.4,3.02
06-02-2026,LOC-105,0,16.6,0
07-02-2026,LOC-105,0,20.6,0
08-02-2026,LOC-105,3,20.7,1.53
09-02-2026,LOC-105,0.25,26.3,0.14
10-02-2026,LOC-105,0,6.5,0
11-02-2026,LOC-105,0,27.8,0
12-02-2026,LOC-105,0,33,0
13-02-2026,LOC-105,0,15.3,0
14-02-2026,LOC-105,2.69,33.9,1.72
15-02-2026,LOC-105,0,27.3,0
16-02-2026,LOC-105,1.18,25.9,0.46
17-02-2026,LOC-105,2.05,23.6,0.76
18-02-2026,LOC-105,7.59,12.3,5.84
19-02-2026,LOC-105,0,24.6,0
20-02-2026,LOC-105,0,33.8,0
21-02-2026,LOC-105,0,30.5,0
22-02-2026,LOC-105,0,8.5,0
23-02-2026,LOC-105,0,32.5,0
24-02-2026,LOC-105,0,15.9,0
25-02-2026,LOC-105,0,28.5,0
26-02-2026,LOC-105,0,18.4,0
27-02-2026,LOC-105,5.79,25.6,1.25
28-02-2026,LOC-105,2.06,27.3,1.35
01-03-2026,LOC-105,2.51,23.3,0.56
02-03-2026,LOC-105,0.52,16.9,0.14
03-03-2026,LOC-105,4,25.7,2.44
04-03-2026,LOC-105,0.71,24.8,0.39
05-03-2026,LOC-105,0,11,0
06-03-2026,LOC-105,0,15.6,0
07-03-2026,LOC-105,0,11.3,0
08-03-2026,LOC-105,3.49,13.1,1.95
09-03-2026,LOC-105,0,7.2,0
10-03-2026,LOC-105,6.45,29,5.09
11-03-2026,LOC-105,6.68,25.8,2.69
12-03-2026,LOC-105,0,22.2,0
13-03-2026,LOC-105,2.92,25.7,1.59
14-03-2026,LOC-105,0,22.8,0
15-03-2026,LOC-105,0,20.4,0
16-03-2026,LOC-105,0,23.2,0
17-03-2026,LOC-105,0,7.3,0
18-03-2026,LOC-105,0,17.6,0
19-03-2026,LOC-105,0.87,5.5,0.41
20-03-2026,LOC-105,0,21.6,0
21-03-2026,LOC-105,0.53,33,0.14
22-03-2026,LOC-105,5.58,25.4,2
23-03-2026,LOC-105,0,21.5,0
24-03-2026,LOC-105,0,21.9,0
25-03-2026,LOC-105,0.79,30.2,0.23
26-03-2026,LOC-105,2.98,21.5,2.2
27-03-2026,LOC-105,0,10.5,0
28-03-2026,LOC-105,0,20.8,0
29-03-2026,LOC-105,4.67,5,3.19
30-03-2026,LOC-105,0,14.6,0
31-03-2026,LOC-105,2.92,23.9,0.84
01-04-2026,LOC-105,6.54,12.5,4.15
02-04-2026,LOC-105,0,8.3,0
03-04-2026,LOC-105,0,29.3,0
04-04-2026,LOC-105,0,8.8,0
05-04-2026,LOC-105,0,26.1,0
06-04-2026,LOC-105,0,17.2,0
07-04-2026,LOC-105,0.85,15.3,0.54
08-04-2026,LOC-105,0,13.7,0
09-04-2026,LOC-105,0,14.1,0
10-04-2026,LOC-105,0,8.2,0
11-04-2026,LOC-105,0,27.5,0
12-04-2026,LOC-105,0,10.3,0
13-04-2026,LOC-105,0,18.6,0
14-04-2026,LOC-105,0,34.4,0
15-04-2026,LOC-105,0,11.5,0
16-04-2026,LOC-105,3.68,13.6,1.28
17-04-2026,LOC-105,0.63,16.1,0.18
18-04-2026,LOC-105,0,9.6,0
19-04-2026,LOC-105,4.12,11.7,2.09
20-04-2026,LOC-105,0,22.7,0
21-04-2026,LOC-105,3.13,32.8,0.64
22-04-2026,LOC-105,0,8.1,0
23-04-2026,LOC-105,0,30.2,0
24-04-2026,LOC-105,5.48,26,3.31
25-04-2026,LOC-105,0,25.5,0
26-04-2026,LOC-105,0,33.3,0
27-04-2026,LOC-105,0,9,0
28-04-2026,LOC-105,12.53,28.3,9.85
29-04-2026,LOC-105,0,9.2,0
30-04-2026,LOC-105,0.2,34.9,0.11
01-05-2026,LOC-105,2.27,18.7,1.48
02-05-2026,LOC-105,1.33,32.9,0.96
03-05-2026,LOC-105,0,8.9,0
04-05-2026,LOC-105,0,26.3,0
05-05-2026,LOC-105,4.79,12,2.52
06-05-2026,LOC-105,0,9.4,0
07-05-2026,LOC-105,1.35,15.7,0.48
08-05-2026,LOC-105,0,17.1,0
09-05-2026,LOC-105,0,33.7,0
10-05-2026,LOC-105,11.24,20.7,3.17
11-05-2026,LOC-105,0,23.9,0
12-05-2026,LOC-105,0,17.3,0
13-05-2026,LOC-105,5.18,31.2,2.9
14-05-2026,LOC-105,5.83,26.1,2.29
15-05-2026,LOC-105,0,22.8,0
16-05-2026,LOC-105,0,27.9,0
17-05-2026,LOC-105,0,30.1,0
18-05-2026,LOC-105,0,11.3,0
19-05-2026,LOC-105,1.4,7.9,0.65
20-05-2026,LOC-105,0.96,20.4,0.44
21-05-2026,LOC-105,2.81,21,2.17
22-05-2026,LOC-105,0,13.7,0
23-05-2026,LOC-105,0,30,0
24-05-2026,LOC-105,0,32,0
25-05-2026,LOC-105,1.28,10,0.9
26-05-2026,LOC-105,0,18.7,0
27-05-2026,LOC-105,0,28.1,0
28-05-2026,LOC-105,5.89,20.2,3.08
29-05-2026,LOC-105,1.42,11.9,1.09
30-05-2026,LOC-105,0,9.2,0
31-05-2026,LOC-105,3.86,15.7,3.04
01-06-2026,LOC-105,8.9,6.2,3.04
02-06-2026,LOC-105,0,10.5,0
03-06-2026,LOC-105,0,21,0
04-06-2026,LOC-105,0.22,17.8,0.06
05-06-2026,LOC-105,0,18,0
06-06-2026,LOC-105,8.18,24.1,5.98
07-06-2026,LOC-105,8.54,21.9,4.4
08-06-2026,LOC-105,0.1,25.7,0.08
09-06-2026,LOC-105,0.19,16.3,0.13
10-06-2026,LOC-105,2.31,30.2,1.66
11-06-2026,LOC-105,0,30.4,0
12-06-2026,LOC-105,0,21.2,0
13-06-2026,LOC-105,2.91,31.6,2
14-06-2026,LOC-105,3.06,6.1,1.52
15-06-2026,LOC-105,1.06,34.5,0.73
16-06-2026,LOC-105,5.65,22.6,3.57
17-06-2026,LOC-105,0,30.4,0
18-06-2026,LOC-105,7.86,7.8,1.83
19-06-2026,LOC-105,1.5,22.5,0.7
20-06-2026,LOC-105,0,6.2,0
21-06-2026,LOC-105,3.71,33.3,1.13
22-06-2026,LOC-105,0,27.7,0
23-06-2026,LOC-105,0,33.5,0
24-06-2026,LOC-105,0,10.2,0
25-06-2026,LOC-105,0,7.9,0
26-06-2026,LOC-105,0,19.8,0
27-06-2026,LOC-105,4.01,11.2,1.62
28-06-2026,LOC-105,0,32.7,0
29-06-2026,LOC-105,0,27.1,0
01-01-2026,LOC-106,4.23,5.3,2.78
02-01-2026,LOC-106,0,8.5,0
03-01-2026,LOC-106,1.39,24.4,0.53
04-01-2026,LOC-106,4.5,11.2,1.61
05-01-2026,LOC-106,0,8.7,0
06-01-2026,LOC-106,2.61,26.8,0.69
07-01-2026,LOC-106,2.93,6.7,1.54
08-01-2026,LOC-106,0,29.8,0
09-01-2026,LOC-106,0,9,0
10-01-2026,LOC-106,0,24,0
11-01-2026,LOC-106,0,15.3,0
12-01-2026,LOC-106,0,19.8,0
13-01-2026,LOC-106,0,15.4,0
14-01-2026,LOC-106,0,10.1,0
15-01-2026,LOC-106,0,16.7,0
16-01-2026,LOC-106,1.43,30.1,0.68
17-01-2026,LOC-106,0,34.6,0
18-01-2026,LOC-106,0.92,9.3,0.46
19-01-2026,LOC-106,0.94,30.8,0.49
20-01-2026,LOC-106,0,23.1,0
21-01-2026,LOC-106,0,35,0
22-01-2026,LOC-106,0,30.6,0
23-01-2026,LOC-106,9.55,23.8,7.19
24-01-2026,LOC-106,0,28,0
25-01-2026,LOC-106,0,21.3,0
26-01-2026,LOC-106,0.4,29.2,0.11
27-01-2026,LOC-106,0,31.4,0
28-01-2026,LOC-106,0,6.4,0
29-01-2026,LOC-106,12.14,26.5,3.19
30-01-2026,LOC-106,0,10.6,0
31-01-2026,LOC-106,0,12.3,0
01-02-2026,LOC-106,0,25.3,0
02-02-2026,LOC-106,6.96,27.5,2.77
03-02-2026,LOC-106,0,6.7,0
04-02-2026,LOC-106,11.86,33.8,2.56
05-02-2026,LOC-106,1.95,30.3,0.6
06-02-2026,LOC-106,0,16.4,0
07-02-2026,LOC-106,0,9.6,0
08-02-2026,LOC-106,0.06,26.8,0.02
09-02-2026,LOC-106,0,19.1,0
10-02-2026,LOC-106,0,22.5,0
11-02-2026,LOC-106,6.34,18.2,1.81
12-02-2026,LOC-106,7.41,24.1,4.1
13-02-2026,LOC-106,0,24.4,0
14-02-2026,LOC-106,5.3,13.3,2.56
15-02-2026,LOC-106,2.04,20.8,1.24
16-02-2026,LOC-106,0.96,22,0.72
17-02-2026,LOC-106,5.34,34.5,2.9
18-02-2026,LOC-106,0,21.5,0
19-02-2026,LOC-106,0,18.8,0
20-02-2026,LOC-106,4.6,15.4,1.44
21-02-2026,LOC-106,0,25.4,0
22-02-2026,LOC-106,0,16.6,0
23-02-2026,LOC-106,6.01,15.2,2.76
24-02-2026,LOC-106,0,10,0
25-02-2026,LOC-106,0,10.4,0
26-02-2026,LOC-106,0,24.2,0
27-02-2026,LOC-106,0.23,17.7,0.16
28-02-2026,LOC-106,0,30.4,0
01-03-2026,LOC-106,10.44,25.3,6.21
02-03-2026,LOC-106,0,8.5,0
03-03-2026,LOC-106,0,8.1,0
04-03-2026,LOC-106,0.09,13.8,0.04
05-03-2026,LOC-106,0,10.4,0
06-03-2026,LOC-106,0,20.7,0
07-03-2026,LOC-106,0,30.1,0
08-03-2026,LOC-106,0,5.6,0
09-03-2026,LOC-106,0,31.9,0
10-03-2026,LOC-106,0,25.4,0
11-03-2026,LOC-106,0,14.8,0
12-03-2026,LOC-106,0.23,24.6,0.09
13-03-2026,LOC-106,0,25,0
14-03-2026,LOC-106,0,20.4,0
15-03-2026,LOC-106,1.88,12.4,1.22
16-03-2026,LOC-106,0,13,0
17-03-2026,LOC-106,15.02,26.5,7.44
18-03-2026,LOC-106,2.67,14,2.06
19-03-2026,LOC-106,0,15.4,0
20-03-2026,LOC-106,0.15,5.7,0.08
21-03-2026,LOC-106,0,18.3,0
22-03-2026,LOC-106,1.59,19.7,0.7
23-03-2026,LOC-106,0,11.1,0
24-03-2026,LOC-106,1.11,31.3,0.36
25-03-2026,LOC-106,0.42,31.4,0.1
26-03-2026,LOC-106,0,28.4,0
27-03-2026,LOC-106,0,6.3,0
28-03-2026,LOC-106,0,21.8,0
29-03-2026,LOC-106,0,6.5,0
30-03-2026,LOC-106,15.83,9.7,6.89
31-03-2026,LOC-106,8.22,23.7,2.97
01-04-2026,LOC-106,0,8.7,0
02-04-2026,LOC-106,0,22.2,0
03-04-2026,LOC-106,0,15.6,0
04-04-2026,LOC-106,0,12.7,0
05-04-2026,LOC-106,16.98,24.1,11.36
06-04-2026,LOC-106,0,23.7,0
07-04-2026,LOC-106,0,7,0
08-04-2026,LOC-106,2.54,34.5,1.03
09-04-2026,LOC-106,0,23.3,0
10-04-2026,LOC-106,0.83,8.2,0.43
11-04-2026,LOC-106,0,8.2,0
12-04-2026,LOC-106,0,9.5,0
13-04-2026,LOC-106,3.7,10.6,0.97
14-04-2026,LOC-106,0,15.1,0
15-04-2026,LOC-106,1.42,30.7,1.07
16-04-2026,LOC-106,15.19,30.3,8.45
17-04-2026,LOC-106,0,19.8,0
18-04-2026,LOC-106,0,9.8,0
19-04-2026,LOC-106,7.17,19.9,2.62
20-04-2026,LOC-106,0.2,22,0.09
21-04-2026,LOC-106,3.54,21.6,2.22
22-04-2026,LOC-106,0,11.7,0
23-04-2026,LOC-106,2.64,25.4,2.08
24-04-2026,LOC-106,5.38,27.1,4.1
25-04-2026,LOC-106,17.36,23.8,7.48
26-04-2026,LOC-106,0,16.6,0
27-04-2026,LOC-106,3.71,21.1,1.43
28-04-2026,LOC-106,0,26.4,0
29-04-2026,LOC-106,0,21.2,0
30-04-2026,LOC-106,2.47,32.3,0.83
01-05-2026,LOC-106,0,23.5,0
02-05-2026,LOC-106,0,11.9,0
03-05-2026,LOC-106,0.7,15.3,0.42
04-05-2026,LOC-106,0,8.8,0
05-05-2026,LOC-106,2.45,32.2,0.92
06-05-2026,LOC-106,1.24,19.9,0.86
07-05-2026,LOC-106,7.91,29.7,2.59
08-05-2026,LOC-106,0,19.5,0
09-05-2026,LOC-106,0,32.9,0
10-05-2026,LOC-106,1.57,17.3,0.98
11-05-2026,LOC-106,0,32.9,0
12-05-2026,LOC-106,0,31.6,0
13-05-2026,LOC-106,1.41,16.8,0.86
14-05-2026,LOC-106,1.9,11.5,1.06
15-05-2026,LOC-106,0,26.4,0
16-05-2026,LOC-106,0,31.8,0
17-05-2026,LOC-106,1.18,17.5,0.85
18-05-2026,LOC-106,0,16.7,0
19-05-2026,LOC-106,0,13.7,0
20-05-2026,LOC-106,6.76,14.5,4.45
21-05-2026,LOC-106,0,20.8,0
22-05-2026,LOC-106,0,31.5,0
23-05-2026,LOC-106,2.67,5.4,1.71
24-05-2026,LOC-106,0,15.3,0
25-05-2026,LOC-106,0,33.2,0
26-05-2026,LOC-106,0,31.1,0
27-05-2026,LOC-106,0,13.4,0
28-05-2026,LOC-106,0,19.5,0
29-05-2026,LOC-106,0,14.9,0
30-05-2026,LOC-106,0,32.6,0
31-05-2026,LOC-106,0,15.4,0
01-06-2026,LOC-106,0.15,13.8,0.08
02-06-2026,LOC-106,0,21.5,0
03-06-2026,LOC-106,1.72,32.7,0.68
04-06-2026,LOC-106,1.41,25.1,0.56
05-06-2026,LOC-106,0,25.2,0
06-06-2026,LOC-106,0,7,0
07-06-2026,LOC-106,0,5.5,0
08-06-2026,LOC-106,0,12.5,0
09-06-2026,LOC-106,0,32.3,0
10-06-2026,LOC-106,5.28,32.4,3.7
11-06-2026,LOC-106,2.2,12.2,0.73
12-06-2026,LOC-106,15.92,26.7,11.63
13-06-2026,LOC-106,3.58,23.9,1.62
14-06-2026,LOC-106,0,6.2,0
15-06-2026,LOC-106,2.74,31.2,1.09
16-06-2026,LOC-106,0,29.3,0
17-06-2026,LOC-106,0,21.1,0
18-06-2026,LOC-106,4.67,9.8,2.34
19-06-2026,LOC-106,5.57,30.3,1.95
20-06-2026,LOC-106,7.04,26.9,2.87
21-06-2026,LOC-106,5.08,30.6,2.12
22-06-2026,LOC-106,0,15,0
23-06-2026,LOC-106,0,20.3,0
24-06-2026,LOC-106,0.93,14.5,0.68
25-06-2026,LOC-106,0,22.5,0
26-06-2026,LOC-106,0,10.9,0
27-06-2026,LOC-106,4.17,6.3,2.83
28-06-2026,LOC-106,0,9.6,0
29-06-2026,LOC-106,0,32.6,0
01-01-2026,LOC-107,3.96,12.7,2.39
02-01-2026,LOC-107,7.34,23.1,5.83
03-01-2026,LOC-107,0,6.9,0
04-01-2026,LOC-107,8.87,24.1,6.59
05-01-2026,LOC-107,2.32,10.4,1.75
06-01-2026,LOC-107,0,21.3,0
07-01-2026,LOC-107,0,24.4,0
08-01-2026,LOC-107,2.6,25.3,1.66
09-01-2026,LOC-107,11.69,11.9,2.94
10-01-2026,LOC-107,0,31.3,0
11-01-2026,LOC-107,0,25.8,0
12-01-2026,LOC-107,0,25.7,0
13-01-2026,LOC-107,0,24.9,0
14-01-2026,LOC-107,0,23.9,0
15-01-2026,LOC-107,0,27.3,0
16-01-2026,LOC-107,0,18.5,0
17-01-2026,LOC-107,0,5.4,0
18-01-2026,LOC-107,0,22.4,0
19-01-2026,LOC-107,7,25.9,3.45
20-01-2026,LOC-107,0,16.3,0
21-01-2026,LOC-107,0,25.5,0
22-01-2026,LOC-107,0,13.3,0
23-01-2026,LOC-107,0.93,31.5,0.51
24-01-2026,LOC-107,3.21,32.8,1.05
25-01-2026,LOC-107,0,8.8,0
26-01-2026,LOC-107,0,23.2,0
27-01-2026,LOC-107,0,24.7,0
28-01-2026,LOC-107,0,33.1,0
29-01-2026,LOC-107,9.29,8,7.4
30-01-2026,LOC-107,0,9.9,0
31-01-2026,LOC-107,0,20.8,0
01-02-2026,LOC-107,0,21.7,0
02-02-2026,LOC-107,0,19.5,0
03-02-2026,LOC-107,0,32.6,0
04-02-2026,LOC-107,0.58,14.6,0.18
05-02-2026,LOC-107,0,8.3,0
06-02-2026,LOC-107,0,11.7,0
07-02-2026,LOC-107,1.16,26.4,0.75
08-02-2026,LOC-107,0,31.9,0
09-02-2026,LOC-107,0,24.5,0
10-02-2026,LOC-107,0,14.5,0
11-02-2026,LOC-107,0.61,8.6,0.46
12-02-2026,LOC-107,0,25.7,0
13-02-2026,LOC-107,0,6.8,0
14-02-2026,LOC-107,0,22.9,0
15-02-2026,LOC-107,0,27.3,0
16-02-2026,LOC-107,0,17.2,0
17-02-2026,LOC-107,5.72,14.5,3.66
18-02-2026,LOC-107,0,8.8,0
19-02-2026,LOC-107,2.37,31.1,1.02
20-02-2026,LOC-107,0,34.9,0
21-02-2026,LOC-107,8.17,32.8,2.05
22-02-2026,LOC-107,0,28,0
23-02-2026,LOC-107,0,10,0
24-02-2026,LOC-107,0,13.3,0
25-02-2026,LOC-107,0,9.7,0
26-02-2026,LOC-107,0.23,11.1,0.12
27-02-2026,LOC-107,0,29.7,0
28-02-2026,LOC-107,4.14,15.6,2.33
01-03-2026,LOC-107,0,5.3,0
02-03-2026,LOC-107,0,11.8,0
03-03-2026,LOC-107,26.59,10.3,14.04
04-03-2026,LOC-107,0,33,0
05-03-2026,LOC-107,1.66,29.2,0.54
06-03-2026,LOC-107,0,10.8,0
07-03-2026,LOC-107,5.09,17.2,3.99
08-03-2026,LOC-107,0,34.1,0
09-03-2026,LOC-107,0.07,21.4,0.03
10-03-2026,LOC-107,0,21.6,0
11-03-2026,LOC-107,18.76,33.9,14.77
12-03-2026,LOC-107,22.37,31.8,10.06
13-03-2026,LOC-107,12.16,26.4,5.52
14-03-2026,LOC-107,0,29.3,0
15-03-2026,LOC-107,0,9.6,0
16-03-2026,LOC-107,0,14.5,0
17-03-2026,LOC-107,5.55,15.9,4.23
18-03-2026,LOC-107,0,8.9,0
19-03-2026,LOC-107,9.11,33.1,3.56
20-03-2026,LOC-107,0,7.2,0
21-03-2026,LOC-107,2.63,16.9,2.03
22-03-2026,LOC-107,1.33,28.4,0.76
23-03-2026,LOC-107,0,15.7,0
24-03-2026,LOC-107,0,23.5,0
25-03-2026,LOC-107,0,21.2,0
26-03-2026,LOC-107,2.57,19.4,2.02
27-03-2026,LOC-107,0,24.4,0
28-03-2026,LOC-107,9.38,12.2,5.77
29-03-2026,LOC-107,0,33.9,0
30-03-2026,LOC-107,1.92,24,1.52
31-03-2026,LOC-107,0.87,21.4,0.36
01-04-2026,LOC-107,0,15.1,0
02-04-2026,LOC-107,0,10.8,0
03-04-2026,LOC-107,0,13.7,0
04-04-2026,LOC-107,0,16.4,0
05-04-2026,LOC-107,0,25.1,0
06-04-2026,LOC-107,0,31.5,0
07-04-2026,LOC-107,0,21.4,0
08-04-2026,LOC-107,0,15.1,0
09-04-2026,LOC-107,0,32.4,0
10-04-2026,LOC-107,0,28,0
11-04-2026,LOC-107,0,15.7,0
12-04-2026,LOC-107,0,5.9,0
13-04-2026,LOC-107,0,34.7,0
14-04-2026,LOC-107,0,34.2,0
15-04-2026,LOC-107,0,7.4,0
16-04-2026,LOC-107,0,25.1,0
17-04-2026,LOC-107,0,11.4,0
18-04-2026,LOC-107,0,21,0
19-04-2026,LOC-107,4.24,34.6,2.95
20-04-2026,LOC-107,0,26.8,0
21-04-2026,LOC-107,0.8,19.2,0.54
22-04-2026,LOC-107,0,30.1,0
23-04-2026,LOC-107,0,17.7,0
24-04-2026,LOC-107,0,25.8,0
25-04-2026,LOC-107,6.24,22.5,4.63
26-04-2026,LOC-107,6.31,6,2.68
27-04-2026,LOC-107,3.69,14.6,1.06
28-04-2026,LOC-107,0,13.6,0
29-04-2026,LOC-107,0,28.6,0
30-04-2026,LOC-107,0,8.5,0
01-05-2026,LOC-107,5.29,12,2.44
02-05-2026,LOC-107,0.98,21,0.41
03-05-2026,LOC-107,0,6.5,0
04-05-2026,LOC-107,0,8.1,0
05-05-2026,LOC-107,0,17,0
06-05-2026,LOC-107,0,28.7,0
07-05-2026,LOC-107,0,7.8,0
08-05-2026,LOC-107,0,7.3,0
09-05-2026,LOC-107,3.09,6.2,2.25
10-05-2026,LOC-107,0,31,0
11-05-2026,LOC-107,0,21.3,0
12-05-2026,LOC-107,3.18,25.9,1.74
13-05-2026,LOC-107,8.84,6,3.5
14-05-2026,LOC-107,14.91,5.3,4.78
15-05-2026,LOC-107,3.39,22.2,1.02
16-05-2026,LOC-107,1.32,10.7,0.44
17-05-2026,LOC-107,6.07,28.1,2.59
18-05-2026,LOC-107,7.79,27.5,6.1
19-05-2026,LOC-107,0,23.3,0
20-05-2026,LOC-107,4.14,7.3,2.45
21-05-2026,LOC-107,0,10.5,0
22-05-2026,LOC-107,0,16.6,0
23-05-2026,LOC-107,0,7.7,0
24-05-2026,LOC-107,0,10.7,0
25-05-2026,LOC-107,0,14.9,0
26-05-2026,LOC-107,3.89,26.2,1.61
27-05-2026,LOC-107,4.84,18.8,1.53
28-05-2026,LOC-107,0,23.6,0
29-05-2026,LOC-107,1.34,7.2,0.74
30-05-2026,LOC-107,2.27,24.4,0.77
31-05-2026,LOC-107,0,28.6,0
01-06-2026,LOC-107,0,15.7,0
02-06-2026,LOC-107,0,25.7,0
03-06-2026,LOC-107,0,29.4,0
04-06-2026,LOC-107,8.47,26.2,2.01
05-06-2026,LOC-107,7.8,11.9,3.4
06-06-2026,LOC-107,0,34.5,0
07-06-2026,LOC-107,7.77,18.7,2.51
08-06-2026,LOC-107,0,9.6,0
09-06-2026,LOC-107,24.02,13.6,14.85
